Servidor_IP,Pais,ISP,Modo_Servidor,Version,Online,Max,Muestra,Premium_Muestra,NoPremium_Muestra,Nuevos_Jugadores,Icono
atm10.baconetworks.com,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.5,128,300,10,0,0,0,atm10.baconetworks.com.png
trappedmc.com,United States,AME Hosting LLC,DESCONOCIDO,Velocity 1.7.2-1.21.10,127,300,0,0,0,0,trappedmc.com.png
oceanias.net,Unknown,Unknown,PREMIUM,Play on 1.19.4 — 1.21.9!,127,1500,5,5,0,5,oceanias.net.png
fresh.comfysmp.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,125,1000,0,0,0,0,fresh.comfysmp.com.png
aquamc.site,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,125,2025,0,0,0,0,aquamc.site.png
mp.mineheart.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.20-1.21.10,124,1000,0,0,0,0,mp.mineheart.net.png
mp.minebox.co,Unknown,Unknown,DESCONOCIDO,Join using 1.21.7+,124,1000,1,1,0,1,mp.minebox.co.png
play.mineheart.net:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.20-1.21.10,123,1000,0,0,0,0,play.mineheart.net_25565.png
mp.minepiece.net,Canada,"Cloudflare, Inc.",DESCONOCIDO,Velocity 1.7.2-1.21.10,122,10000,0,0,0,0,mp.minepiece.net.png
play.veinmc.com,Unknown,Unknown,PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x, 1.21.x",121,3000,0,0,0,0,play.veinmc.com.png
mp.minewind.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,119,1000,0,0,0,0,mp.minewind.net.png
mp.earthmc.net,Canada,TCPShield,DESCONOCIDO,Velocity 1.7.2-1.21.10,117,350,0,0,0,0,mp.earthmc.net.png
play.minemalia.org,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,117,2000,0,0,0,0,play.minemalia.org.png
mp.berrysmp.net,Unknown,Unknown,DESCONOCIDO,1.7.2-1.21.7 (Velocity),117,1000,0,0,0,0,mp.berrysmp.net.png
play.ultimis.net:25565,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.9,116,1500,0,0,0,0,play.ultimis.net_25565.png
mundomc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,115,116,0,0,0,0,mundomc.net.png
go.advancius.net,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,113,500,12,0,0,0,go.advancius.net.png
play.vanillademon.com,Canada,OVH SAS,DESCONOCIDO,Velocity 1.7.2-1.21.9,113,1000,0,0,0,0,play.vanillademon.com.png
play.medievalmc.co:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,113,2025,0,0,0,0,play.medievalmc.co_25565.png
mp.ultimis.net,Canada,TCPShield,NO-PREMIUM,Velocity 1.7.2-1.21.9,112,1500,0,0,0,0,mp.ultimis.net.png
mp.foxcraft.net,Unknown,Unknown,PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x, 1.21.x",112,1000,0,0,0,0,mp.foxcraft.net.png
volatik.net:25565,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,112,1000,0,0,0,0,volatik.net_25565.png
play.lostpiece.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.7,112,1000,0,0,0,0,play.lostpiece.net.png
xlji.foxcraft.net:25565,Unknown,Unknown,PREMIUM,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x, 1.20.x, 1.21.x",112,1000,0,0,0,0,xlji.foxcraft.net_25565.png
play.civmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,111,300,0,0,0,0,play.civmc.net.png
org.earthmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,110,350,0,0,0,0,org.earthmc.net.png
mc.arcanite.tc,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,110,111,0,0,0,0,mc.arcanite.tc.png
oin.earthmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,110,350,0,0,0,0,oin.earthmc.net.png
hub.havoc.games,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,109,1000,0,0,0,0,hub.havoc.games.png
join.theminecart.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,109,500,0,0,0,0,join.theminecart.net.png
play.blockfun.gg,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,108,1000,1,1,0,1,play.blockfun.gg.png
mc.migosmc.net:25565,Unknown,Unknown,NO-PREMIUM,NullCordX 1.8.x-1.21.x,108,2025,0,0,0,0,mc.migosmc.net_25565.png
play.citrussmp.net:25565,United States,Pufferfish Studios LLC,PREMIUM,Velocity 1.7.2-1.21.10,107,1000,1,1,0,1,play.citrussmp.net_25565.png
opsucht.net:25565,Unknown,Unknown,DESCONOCIDO,BungeeCord 1.8.x-1.21.x,107,108,0,0,0,0,opsucht.net_25565.png
mmp.simplesurvival.gg,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,107,300,1,1,0,0,mmp.simplesurvival.gg.png
kingsmp.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,107,1500,0,0,0,0,kingsmp.net.png
play.cobblemonrivals.com,Canada,"Cloudflare, Inc.",DESCONOCIDO,Velocity 1.7.2-1.21.6,106,5000,0,0,0,0,play.cobblemonrivals.com.png
mp.cyt.gg,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,104,500,0,0,0,0,mp.cyt.gg.png
nohub.playcdu.co,Unknown,Unknown,DESCONOCIDO,Minecraft,104,1540,15,15,0,15,nohub.playcdu.co.png
mc.zenyland.com,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7.x-1.21.x,104,300,6,6,0,6,mc.zenyland.com.png
play.crafthera.com,Türkiye,Cafer Eser,DESCONOCIDO,Elytrium,103,10000,10,0,0,9,play.crafthera.com.png
oyna.provanas.com,Türkiye,Cafer Eser,DESCONOCIDO,Velocity 1.7.2-1.21.8,103,104,0,0,0,0,oyna.provanas.com.png
legendmc.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,103,670,0,0,0,0,legendmc.net.png
clashsmp.net:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,103,1500,0,0,0,0,clashsmp.net_25565.png
prismamc.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,103,2025,0,0,0,0,prismamc.net.png
talltalesrp.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,102,300,0,0,0,0,talltalesrp.net.png
mc.trinityindonesia.cc,Malaysia,Advin Services LLC,DESCONOCIDO,Velocity 1.7.2-1.21.10,102,2025,0,0,0,0,mc.trinityindonesia.cc.png
play.valatic.net:25565,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,102,1000,2,2,0,2,play.valatic.net_25565.png
play.ronemacraft.com,Türkiye,ibrahim tufek,NO-PREMIUM,Velocity 1.7.2-1.21.10,101,2025,0,0,0,0,play.ronemacraft.com.png
mc.imaginefun.net,Unknown,Unknown,DESCONOCIDO,1.19.4+,101,1955,11,0,0,0,mc.imaginefun.net.png
mc.thealater.com,Canada,TCPShield,DESCONOCIDO,Velocity 1.7.2-1.21.10,100,200,0,0,0,0,mc.thealater.com.png
play.aesirmc.com,Türkiye,Hostifox Internet VE Bilisim Hizmetleri Ticaret Sanayi Limited Sirketi,DESCONOCIDO,Velocity 1.7.2-1.21.10,100,9999,0,0,0,0,play.aesirmc.com.png
PlumSMP.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,100,1000,2,2,0,2,PlumSMP.net.png
MC.RIZONCRAFT.NET,Türkiye,Hostifox Internet VE Bilisim Hizmetleri Ticaret Sanayi Limited Sirketi,DESCONOCIDO,Velocity 1.7.2-1.21.10,99,500,8,8,0,8,MC.RIZONCRAFT.NET.png
play.crationw.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,99,500,8,8,0,8,play.crationw.com_25565.png
mc.uitwtw.com,Taiwan,"Hong Da Storage Equipment Co., Ltd.",DESCONOCIDO,Velocity 1.7.2-1.21.10,99,500,0,0,0,0,mc.uitwtw.com.png
oyna.aesirmc.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,98,9999,0,0,0,0,oyna.aesirmc.com.png
play.boholsmp.net,Singapore,Datacamp Limited,DESCONOCIDO,Velocity 1.7.2-1.21.10,97,200,0,0,0,0,play.boholsmp.net.png
macesmp.net:25565,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,97,500,0,0,0,0,macesmp.net_25565.png
astralmc.cc,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7.x-1.21.x,97,5000,0,0,0,0,astralmc.cc.png
swiftsmp.net,Unknown,Unknown,NO-PREMIUM,VeloFlame 1.7.2-1.21.10,96,500,0,0,0,0,swiftsmp.net.png
fantasycraft.lat,Unknown,Unknown,NO-PREMIUM,XCord 1.7.x - 1.21.x,96,999,0,0,0,0,fantasycraft.lat.png
schooldays.club:25565,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.6,95,500,0,0,0,0,schooldays.club_25565.png
mc.ultimateprison.net,Unknown,Unknown,NO-PREMIUM,NullCordX 1.8.x-1.21.x,95,100,0,0,0,0,mc.ultimateprison.net.png
redesaint.com,Brazil,Ecxon Datacenter LTDA,DESCONOCIDO,[1.8-1.21.x],95,98,3,0,0,0,redesaint.com.png
play.minetruth.com,Unknown,Unknown,DESCONOCIDO,TRUTHCORD,94,2028,0,0,0,0,play.minetruth.com.png
trinityindonesia.cc,Malaysia,Advin Services LLC,NO-PREMIUM,Velocity 1.7.2-1.21.10,94,2025,0,0,0,0,trinityindonesia.cc.png
play.bluemc.fun,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,94,420,0,0,0,0,play.bluemc.fun.png
mc.zkraft.net,Unknown,Unknown,DESCONOCIDO,YourServer 1.12.2-1.21.4,93,1000,0,0,0,0,mc.zkraft.net.png
jogar.rederevo.com,Brazil,ENX Services,NO-PREMIUM,NullCordX Rede Revo - 1.8-1.21.4,91,92,5,0,0,1,jogar.rederevo.com.png
play.apexcobblemon.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.4,91,1,0,0,0,0,play.apexcobblemon.com.png
cobblemon.gg,United States,"fy, Inc.",DESCONOCIDO,Velocity 1.7.2-1.21.4,90,250,0,0,0,0,cobblemon.gg.png
play.ottersmp.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,90,2025,0,0,0,0,play.ottersmp.com.png
mp.agerapvp.club,Germany,Gameshield Limited,NO-PREMIUM,1.8 / 1.21.10,90,2000,0,0,0,0,mp.agerapvp.club.png
armamc.com,Brazil,Ecxon Datacenter LTDA,NO-PREMIUM,§aAceitamos as versões 1.8 a 1.21!,89,400,2,0,0,0,armamc.com.png
mp.twerion.net,Canada,"Cloudflare, Inc.",NO-PREMIUM,Velocity 1.7.2-1.21.10,88,500,0,0,0,0,mp.twerion.net.png
minesive.com,Unknown,Unknown,ERROR,AwakProxy 1.16.5-1.21.5,88,500,2,0,0,0,minesive.com.png
play.boxpvp.net,Unknown,Unknown,NO-PREMIUM,Celerity 1.7.2-1.21.10,86,420,0,0,0,0,play.boxpvp.net.png
go.cloudworld.gg,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,86,10000,0,0,0,0,go.cloudworld.gg.png
jogar.endercraft.com.br,Unknown,Unknown,ERROR,Velocity 1.7.2-1.21.10,86,87,0,0,0,0,jogar.endercraft.com.br.png
play.noblerealms.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,86,250,0,0,0,0,play.noblerealms.com.png
indianmc.in,Unknown,Unknown,NO-PREMIUM,Waterfall 1.7.x - 1.21.x,84,440,0,0,0,0,indianmc.in.png
mc.poke-legends.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,83,9000,0,0,0,0,mc.poke-legends.com.png
play.enderblade.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,83,500,0,0,0,0,play.enderblade.com_25565.png
play.cosmicreborn.com,Unknown,Unknown,PREMIUM,Cosmic,82,500,10,0,0,0,play.cosmicreborn.com.png
best.cloudworld.gg,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,82,10000,0,0,0,0,best.cloudworld.gg.png
play.sezoncraft.com:25565,Unknown,Unknown,DESCONOCIDO,"Waterfall 1.8.x, 1.9.x, 1.10.x, 1.11.x, 1.12.x, 1.13.x, 1.14.x, 1.15.x, 1.16.x, 1.17.x, 1.18.x, 1.19.x",81,2026,0,0,0,0,play.sezoncraft.com_25565.png
play.zonecraft.es,Unknown,Unknown,NO-PREMIUM,Requires MC 1.8-1.21.8,81,500,0,0,0,0,play.zonecraft.es.png
shoresmp.net:25565,United States,AME Hosting LLC,DESCONOCIDO,Velocity 1.13-1.21.10,80,500,12,0,0,0,
play.shoresmp.net:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.13-1.21.10,80,500,12,0,0,0,
mp.convicted.gg,Unknown,Unknown,PREMIUM,Velocity 1.13-1.21.10,78,2025,0,0,0,0,mp.convicted.gg.png
mineflake.net:25565,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,77,500,1,1,0,1,mineflake.net_25565.png
play.daisysmp.com,United States,Pufferfish Studios LLC,DESCONOCIDO,Velocity 1.7.2-1.21.10,76,200,0,0,0,0,play.daisysmp.com.png
dan5.red,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,76,888,0,0,0,0,dan5.red.png
bedwarspractice.club:25565,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,76,1,0,0,0,0,bedwarspractice.club_25565.png
mp.twenture.net,United States,OVH SAS,DESCONOCIDO,§f§lTWENTURE.NET,74,500,1,1,0,1,mp.twenture.net.png
play.cobblemonislands.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.4,74,500,0,0,0,0,play.cobblemonislands.com_25565.png
seiky.net,Unknown,Unknown,DESCONOCIDO,1.21.4,73,500,0,0,0,0,seiky.net.png
mc.valence-smp.net:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.4,73,500,1,1,0,1,mc.valence-smp.net_25565.png
cavern.gg:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,72,2000,0,0,0,0,cavern.gg_25565.png
mcmp.ccnetmc.com,Germany,Hetzner Online GmbH,DESCONOCIDO,Velocity 1.7.2-1.21.9,71,300,0,0,0,0,mcmp.ccnetmc.com.png
PLAY.SENTORCRAFT.COM,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,70,71,0,0,0,0,PLAY.SENTORCRAFT.COM.png
mc.vanillamc.org,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,70,600,0,0,0,0,mc.vanillamc.org.png
play.melonya.net,Germany,Zenlayer Inc,DESCONOCIDO,Melonya,69,999,1,0,0,0,play.melonya.net.png
oyna.melonya.net:25565,Unknown,Unknown,DESCONOCIDO,Melonya,69,999,1,0,0,0,oyna.melonya.net_25565.png
mc.ticocraft.com,Unknown,Unknown,NO-PREMIUM,§e1.7+,68,100,6,6,0,6,mc.ticocraft.com.png
mp.strongcraft.org:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,68,1000,0,0,0,0,mp.strongcraft.org_25565.png
mp.vulengate.com,United States,"Interserver, Inc",PREMIUM,Velocity 1.7.2-1.21.10,67,300,0,0,0,0,mp.vulengate.com.png
play.originrealms.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.9,67,800,0,0,0,0,play.originrealms.com.png
play.voidsent.net,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,66,200,12,1,1,2,play.voidsent.net.png
mc.cwresports.lk:25565,Unknown,Unknown,NO-PREMIUM,FlameCord CwR MC Network,66,500,0,0,0,0,mc.cwresports.lk_25565.png
universalmc.fun,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,64,800,0,0,0,0,universalmc.fun.png
Balacobaco.net,Unknown,Unknown,DESCONOCIDO,VeloFlame 1.7.2-1.21.10,64,1069,0,0,0,0,Balacobaco.net.png
mc.cosmicmc.net,Unknown,Unknown,NO-PREMIUM,Cosmic Craft Constellation,64,1000,0,0,0,0,mc.cosmicmc.net.png
blotcraft.com,Unknown,Unknown,NO-PREMIUM,blotcraft.com,64,500,0,0,0,0,blotcraft.com.png
vanillarealms.com,Unknown,Unknown,DESCONOCIDO,UniverseSpigot 1.21.8,63,200,12,10,0,11,vanillarealms.com.png
premium.srolemine.com,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,61,2000,0,0,0,0,premium.srolemine.com.png
ducksmp.top,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,61,100,0,0,0,0,ducksmp.top.png
play.nextcrafts.xyz:19132,Unknown,Unknown,DESCONOCIDO,Paper 1.21.1,60,2000,0,0,0,0,play.nextcrafts.xyz_19132.png
play.nobanmc.com,Unknown,Unknown,DESCONOCIDO,Purpur 1.20.1,60,100,0,0,0,0,play.nobanmc.com.png
mmp.mellowcraft.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,59,300,0,0,0,0,mmp.mellowcraft.org.png
SkyCraft.es,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,59,1200,0,0,0,0,SkyCraft.es.png
mp.castiamc.com,Canada,OVH SAS,DESCONOCIDO,Velocity 1.7.2-1.21.10,58,350,0,0,0,0,mp.castiamc.com.png
survi.ar,Unknown,Unknown,DESCONOCIDO,SurviArg 1.16.5 - 1.20.6,58,1000,0,0,0,0,survi.ar.png
mc.overmine.ru,Germany,OVH SAS,DESCONOCIDO,§4§l§kOVR§r §9§l§nЛУЧШИЙ АНАРХО-ГРИФЕРСКИЙ СЕРВЕР!§r ➣                                                    §fОнлайн: §758§8/§72025,58,2025,14,14,0,14,mc.overmine.ru.png
honeysmp.ro,Germany,OVH SAS,NO-PREMIUM,§757§8/§7500,57,500,2,2,0,2,honeysmp.ro.png
play.pokegalaxia.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.4,57,999,0,0,0,0,play.pokegalaxia.com_25565.png
og-network.net,Unknown,Unknown,PREMIUM,OG Network | 1.8 - 1.21,57,500,0,0,0,0,og-network.net.png
spotgames.net,Unknown,Unknown,NO-PREMIUM,SpotCord,57,58,0,0,0,0,spotgames.net.png
mp.peanutsmp.com:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,57,2025,0,0,0,0,mp.peanutsmp.com_25565.png
og-smp.net,Unknown,Unknown,PREMIUM,OG Network | 1.8 - 1.21,57,500,0,0,0,0,og-smp.net.png
jogarbrasilcraft.com,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,56,1000,0,0,0,0,jogarbrasilcraft.com.png
mp.soulrealms.net,Unknown,Unknown,ERROR,UniverseSpigot 1.21.8,56,500,11,7,0,11,mp.soulrealms.net.png
BestRPG.pl,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.9,56,300,0,0,0,0,BestRPG.pl.png
liemvn.com,Unknown,Unknown,NO-PREMIUM,XCord 1.7.x - 1.21.x,55,2000,0,0,0,0,liemvn.com.png
bridger.land,Unknown,Unknown,PREMIUM,You can still join,55,500,7,0,0,0,bridger.land.png
superawesome.dk,Unknown,Unknown,PREMIUM,1.8.x-1.21.x (SuperAwesome.dk),55,1000,0,0,0,0,superawesome.dk.png
mp.kaizenmc.id,Malaysia,Advin Services,DESCONOCIDO,1.20+,54,60,0,0,0,0,mp.kaizenmc.id.png
jogar.blocktopiamp.com:25700,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,54,100,0,0,0,0,jogar.blocktopiamp.com_25700.png
play.cragenetwork.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.8,53,1000,0,0,0,0,play.cragenetwork.com.png
server.playmonumenta.com:25565,Unknown,Unknown,PREMIUM,Monumenta 1.19.4-1.20.2,53,400,1,1,0,1,server.playmonumenta.com_25565.png
mp.PlayFuse.net,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,53,1500,0,0,0,0,mp.PlayFuse.net.png
play.oc.tc:25565,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,53,200,12,12,0,12,play.oc.tc_25565.png
jogar.tfgames.com.br,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,53,200,0,0,0,0,jogar.tfgames.com.br.png
play.solaryum.land,Unknown,Unknown,NO-PREMIUM,SolaryumProxy v2,52,500,0,0,0,0,play.solaryum.land.png
play.truvanetwork.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,52,53,0,0,0,0,play.truvanetwork.com.png
play.oathboundmc.net:25565,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,52,200,0,0,0,0,play.oathboundmc.net_25565.png
play.venderoe.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,52,500,5,0,0,0,play.venderoe.net.png
cococraft.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,51,500,0,0,0,0,cococraft.org.png
play.revonicmc.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,51,500,0,0,0,0,play.revonicmc.com.png
mp.the-perch.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,50,100,12,12,0,12,mp.the-perch.net.png
mp.pokehub.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.1,50,5000,0,0,0,0,mp.pokehub.org.png
mp.alcatraz.gg,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,50,100,0,0,0,0,mp.alcatraz.gg.png
play.utopiverse.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,50,500,0,0,0,0,play.utopiverse.net.png
trishatownsmp.expnse.xyz:25567,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,49,150,0,0,0,0,trishatownsmp.expnse.xyz_25567.png
budgie.network,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,49,255,0,0,0,0,budgie.network.png
ExodusMC.org,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,49,2025,0,0,0,0,ExodusMC.org.png
massivecraft.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.20.6,49,500,49,49,0,49,massivecraft.com.png
pvp.land,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.9,49,500,0,0,0,0,pvp.land.png
udrop.club,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.3,49,1000,0,0,0,0,udrop.club.png
play.echo-smp.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,49,1000,0,0,0,0,play.echo-smp.net.png
chanry.asia:25565,Vietnam,CLOUDFLY,DESCONOCIDO,Velocity 1.7.2-1.21.10,49,19102025,0,0,0,0,chanry.asia_25565.png
play.togethercraft.online,Germany,AME Hosting LLC,DESCONOCIDO,Velocity 1.7.2-1.21.8,48,180,48,48,0,48,play.togethercraft.online.png
mp.SiphonMC.net,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,48,500,0,0,0,0,mp.SiphonMC.net.png
zetamc.cc,Unknown,Unknown,NO-PREMIUM,BungeeCord 1.8.x-1.19.x,48,2000,6,0,0,0,zetamc.cc.png
Chanhsmp.xyz:25565,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,48,1000,0,0,0,0,Chanhsmp.xyz_25565.png
mp.cnation.net,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,48,200,0,0,0,0,mp.cnation.net.png
play.solarciv.com,Canada,"Cloudflare, Inc.",DESCONOCIDO,Velocity 1.7.2-1.21.8,47,200,0,0,0,0,play.solarciv.com.png
play.navelya.net:25565,Türkiye,Bulent Aydin trading as Hostlayici,DESCONOCIDO,Velocity 1.7.2-1.21.10,47,48,0,0,0,0,play.navelya.net_25565.png
mp.breezesmp.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,47,2000,0,0,0,0,mp.breezesmp.com.png
mc.beyazatom.com,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,47,999,0,0,0,0,mc.beyazatom.com.png
naturalcraft.online,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,47,300,0,0,0,0,naturalcraft.online.png
RedeSGP.com,Unknown,Unknown,NO-PREMIUM,FlameCord 1.7.x-1.21.x,47,2025,2,0,0,0,RedeSGP.com.png
metamc.it,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,47,1500,0,0,0,0,metamc.it.png
play.roxbot.com:25565,Unknown,Unknown,PREMIUM,FlameCord 1.7.x-1.20.x,47,48,0,0,0,0,play.roxbot.com_25565.png
play.otheryia.com:25565,Unknown,Unknown,DESCONOCIDO,1.21.1,46,100,12,12,0,12,play.otheryia.com_25565.png
play.coralmc.it,Unknown,Unknown,NO-PREMIUM,CoralMC 1.7 → 1.21.10,46,47,0,0,0,0,play.coralmc.it.png
play.shotbow.net,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.10,46,1,0,0,0,0,play.shotbow.net.png
play.eeveeempire.com:25565,Unknown,Unknown,DESCONOCIDO,1.21.1,46,100,12,12,0,12,play.eeveeempire.com_25565.png
crunchwrap.mcserver.us,United States,HostPapa,DESCONOCIDO,            §b46§7/§f86§7 §8|§7 §9Up to ~500 Players,46,86,3,3,0,3,crunchwrap.mcserver.us.png
play.bonkmc.net:25565,The Netherlands,SlashN Services Pte. Ltd.,NO-PREMIUM,Velocity 1.7.2-1.21.8,45,500,2,2,0,2,play.bonkmc.net_25565.png
play.dgnetwork.in,Canada,"Cloudflare, Inc.",NO-PREMIUM,VeloFlame 1.7.2-1.21.10,45,500,1,0,0,0,play.dgnetwork.in.png
new.mineraze.net,Unknown,Unknown,PREMIUM,BungeeCord 1.8.x-1.21.x,45,300,0,0,0,0,new.mineraze.net.png
mc.survivify.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,45,150,0,0,0,0,mc.survivify.org.png
mc.evercraft.it,Unknown,Unknown,NO-PREMIUM,Velocity 1.7.2-1.21.10,45,2000,5,5,0,5,mc.evercraft.it.png
9b9t.org,Unknown,Unknown,DESCONOCIDO,Velocity 1.7.2-1.21.10,45,500,0,0,0,0,9b9t.org.png
0b0t.org,Unknown,Unknown,PREMIUM,ZeroPaper 1.12.2+,45,1337,45,45,0,40,0b0t.org.png
play.roanoke.network,Unknown,Unknown,PREMIUM,Velocity 1.7.2-1.21.4,44,200,0,0,0,0,play.roanoke.network.png
